Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
1114,7,2014-12-21,0,0,0,0,0,0
251,6,2014-12-20,26867,3397,1,0,0,0
262,6,2014-12-20,21965,3794,1,0,0,0
562,6,2014-12-20,16915,3190,1,0,0,0
817,6,2014-12-20,18132,2438,1,0,0,0
1114,6,2014-12-20,26866,4009,1,0,0,0
251,5,2014-12-19,26635,3225,1,1,0,0
262,5,2014-12-19,26390,4000,1,1,0,0
562,5,2014-12-19,24987,3767,1,1,0,0
817,5,2014-12-19,27120,3454,1,1,0,0
1114,5,2014-12-19,29100,3914,1,1,0,0
251,4,2014-12-18,27378,3402,1,1,0,0
262,4,2014-12-18,24286,3573,1,1,0,0
562,4,2014-12-18,23242,3718,1,1,0,0
817,4,2014-12-18,28661,3622,1,1,0,0
1114,4,2014-12-18,26380,3758,1,1,0,0
251,3,2014-12-17,26464,3123,1,1,0,0
262,3,2014-12-17,23615,3545,1,1,0,0
562,3,2014-12-17,23838,3564,1,1,0,0
817,3,2014-12-17,29816,3633,1,1,0,0
1114,3,2014-12-17,25786,3459,1,1,0,0
251,2,2014-12-16,31104,3590,1,1,0,0
262,2,2014-12-16,22522,3222,1,1,0,0
562,2,2014-12-16,23875,3518,1,1,0,0
817,2,2014-12-16,31609,3885,1,1,0,0
1114,2,2014-12-16,26988,3641,1,1,0,0
251,1,2014-12-15,30688,3418,1,1,0,0
262,1,2014-12-15,25921,3548,1,1,0,0
562,1,2014-12-15,27183,3851,1,1,0,0
817,1,2014-12-15,33684,3879,1,1,0,0
1114,1,2014-12-15,29282,3713,1,1,0,0
251,7,2014-12-14,0,0,0,0,0,0
262,7,2014-12-14,32854,4628,1,0,0,0
562,7,2014-12-14,22247,3454,1,0,0,0
817,7,2014-12-14,0,0,0,0,0,0
1114,7,2014-12-14,0,0,0,0,0,0
251,6,2014-12-13,25137,3434,1,0,0,0
262,6,2014-12-13,19904,3647,1,0,0,0
562,6,2014-12-13,16289,3119,1,0,0,0
817,6,2014-12-13,18394,2586,1,0,0,0
1114,6,2014-12-13,28117,4303,1,0,0,0
251,5,2014-12-12,17694,2367,1,0,0,0
262,5,2014-12-12,20067,3438,1,0,0,0
562,5,2014-12-12,20312,3601,1,0,0,0
817,5,2014-12-12,22474,3031,1,0,0,0
1114,5,2014-12-12,19390,3126,1,0,0,0
251,4,2014-12-11,19078,2538,1,0,0,0
262,4,2014-12-11,19006,2992,1,0,0,0
562,4,2014-12-11,18293,3227,1,0,0,0
817,4,2014-12-11,22119,3161,1,0,0,0
1114,4,2014-12-11,20354,3080,1,0,0,0
251,3,2014-12-10,18652,2545,1,0,0,0
262,3,2014-12-10,18416,2999,1,0,0,0
562,3,2014-12-10,17828,3178,1,0,0,0
817,3,2014-12-10,20893,3071,1,0,0,0
1114,3,2014-12-10,20186,3000,1,0,0,0
251,2,2014-12-09,20328,2806,1,0,0,0
262,2,2014-12-09,18186,2940,1,0,0,0
562,2,2014-12-09,18627,3208,1,0,0,0
817,2,2014-12-09,22830,3400,1,0,0,0
1114,2,2014-12-09,19129,2914,1,0,0,0
251,1,2014-12-08,21258,2826,1,0,0,0
262,1,2014-12-08,19465,3137,1,0,0,0
562,1,2014-12-08,19877,3316,1,0,0,0
817,1,2014-12-08,24199,3401,1,0,0,0
1114,1,2014-12-08,21437,3164,1,0,0,0
251,7,2014-12-07,0,0,0,0,0,0
262,7,2014-12-07,31984,4710,1,0,0,0
562,7,2014-12-07,21866,3316,1,0,0,0
817,7,2014-12-07,0,0,0,0,0,0
1114,7,2014-12-07,0,0,0,0,0,0
251,6,2014-12-06,23493,3243,1,0,0,0
262,6,2014-12-06,21182,3672,1,0,0,0
562,6,2014-12-06,15700,3042,1,0,0,0
817,6,2014-12-06,16959,2376,1,0,0,0
1114,6,2014-12-06,28306,4308,1,0,0,0
251,5,2014-12-05,28376,3361,1,1,0,0
262,5,2014-12-05,30428,4378,1,1,0,0
562,5,2014-12-05,27716,4081,1,1,0,0
817,5,2014-12-05,30569,3769,1,1,0,0
1114,5,2014-12-05,29834,4054,1,1,0,0
251,4,2014-12-04,25710,3102,1,1,0,0
262,4,2014-12-04,22263,3422,1,1,0,0
562,4,2014-12-04,23642,3468,1,1,0,0
817,4,2014-12-04,27174,3517,1,1,0,0
1114,4,2014-12-04,24581,3332,1,1,0,0
251,3,2014-12-03,24797,2825,1,1,0,0
262,3,2014-12-03,22305,3357,1,1,0,0
562,3,2014-12-03,22478,3450,1,1,0,0
817,3,2014-12-03,27687,3523,1,1,0,0
1114,3,2014-12-03,23250,3247,1,1,0,0
251,2,2014-12-02,26743,3124,1,1,0,0
262,2,2014-12-02,22569,3295,1,1,0,0
562,2,2014-12-02,22581,3462,1,1,0,0
817,2,2014-12-02,30530,3580,1,1,0,0
1114,2,2014-12-02,24433,3198,1,1,0,0
251,1,2014-12-01,28560,3248,1,1,0,0
262,1,2014-12-01,24412,3608,1,1,0,0
562,1,2014-12-01,26683,3794,1,1,0,0
817,1,2014-12-01,30638,3589,1,1,0,0
1114,1,2014-12-01,27030,3486,1,1,0,0
251,7,2014-11-30,0,0,0,0,0,0
262,7,2014-11-30,36417,4816,1,0,0,0
562,7,2014-11-30,24801,3507,1,0,0,0
817,7,2014-11-30,0,0,0,0,0,0
1114,7,2014-11-30,0,0,0,0,0,0
251,6,2014-11-29,24533,3279,1,0,0,0
262,6,2014-11-29,22892,3644,1,0,0,0
562,6,2014-11-29,17530,2947,1,0,0,0
817,6,2014-11-29,17596,2383,1,0,0,0
1114,6,2014-11-29,30066,4101,1,0,0,0
251,5,2014-11-28,25570,3169,1,1,0,0
262,5,2014-11-28,26039,3873,1,1,0,0
562,5,2014-11-28,23321,3750,1,1,0,0
817,5,2014-11-28,26943,3289,1,1,0,0
1114,5,2014-11-28,27789,3609,1,1,0,0
251,4,2014-11-27,23492,2957,1,1,0,0
262,4,2014-11-27,20900,3178,1,1,0,0
562,4,2014-11-27,20536,3161,1,1,0,0
817,4,2014-11-27,26013,3311,1,1,0,0
1114,4,2014-11-27,22596,3056,1,1,0,0
251,3,2014-11-26,23031,2928,1,1,0,0
262,3,2014-11-26,19915,3021,1,1,0,0
562,3,2014-11-26,20405,3134,1,1,0,0
817,3,2014-11-26,25341,3293,1,1,0,0
1114,3,2014-11-26,22880,3003,1,1,0,0
251,2,2014-11-25,23368,2972,1,1,0,0
262,2,2014-11-25,20361,3002,1,1,0,0
562,2,2014-11-25,20482,3137,1,1,0,0
817,2,2014-11-25,25953,3447,1,1,0,0
1114,2,2014-11-25,21304,2892,1,1,0,0
251,1,2014-11-24,25381,3123,1,1,0,0
262,1,2014-11-24,20200,3032,1,1,0,0
562,1,2014-11-24,22281,3376,1,1,0,0
817,1,2014-11-24,25842,3330,1,1,0,0
1114,1,2014-11-24,22230,3033,1,1,0,0
251,7,2014-11-23,0,0,0,0,0,0
262,7,2014-11-23,28544,4436,1,0,0,0
562,7,2014-11-23,19890,3268,1,0,0,0
817,7,2014-11-23,0,0,0,0,0,0
1114,7,2014-11-23,0,0,0,0,0,0
251,6,2014-11-22,18979,2531,1,0,0,0
262,6,2014-11-22,18039,3166,1,0,0,0
562,6,2014-11-22,13080,2564,1,0,0,0
817,6,2014-11-22,13989,2095,1,0,0,0
1114,6,2014-11-22,21543,3277,1,0,0,0
251,5,2014-11-21,17599,2320,1,0,0,0
262,5,2014-11-21,18217,3238,1,0,0,0
562,5,2014-11-21,16146,3113,1,0,0,0
817,5,2014-11-21,19448,2892,1,0,0,0
1114,5,2014-11-21,18142,2743,1,0,0,0
251,4,2014-11-20,16383,2245,1,0,0,0
262,4,2014-11-20,15942,2763,1,0,0,0
562,4,2014-11-20,16663,3041,1,0,0,0
817,4,2014-11-20,20875,2932,1,0,0,0
1114,4,2014-11-20,17015,2596,1,0,0,0
251,3,2014-11-19,16811,2253,1,0,0,0
262,3,2014-11-19,16488,2687,1,0,0,0
562,3,2014-11-19,16253,2890,1,0,0,0
817,3,2014-11-19,19679,2821,1,0,0,0
1114,3,2014-11-19,15776,2513,1,0,0,0
251,2,2014-11-18,17198,2290,1,0,0,0
262,2,2014-11-18,17138,2721,1,0,0,0
562,2,2014-11-18,18114,3026,1,0,0,0
817,2,2014-11-18,21042,2954,1,0,0,0
1114,2,2014-11-18,16056,2519,1,0,0,0
251,1,2014-11-17,18172,2379,1,0,0,0
262,1,2014-11-17,16966,2887,1,0,0,0
562,1,2014-11-17,17319,3129,1,0,0,0
817,1,2014-11-17,21752,3100,1,0,0,0
1114,1,2014-11-17,17559,2743,1,0,0,0
251,7,2014-11-16,0,0,0,0,0,0
262,7,2014-11-16,28760,4253,1,0,0,0
562,7,2014-11-16,19828,3198,1,0,0,0
817,7,2014-11-16,0,0,0,0,0,0
1114,7,2014-11-16,0,0,0,0,0,0
251,6,2014-11-15,19215,2533,1,0,0,0
262,6,2014-11-15,16901,3033,1,0,0,0
562,6,2014-11-15,14535,2686,1,0,0,0
817,6,2014-11-15,14471,2059,1,0,0,0
1114,6,2014-11-15,21312,3296,1,0,0,0
251,5,2014-11-14,18319,2408,1,1,0,0
262,5,2014-11-14,20765,3477,1,1,0,0
562,5,2014-11-14,19542,3463,1,1,0,0
817,5,2014-11-14,22721,3020,1,1,0,0
1114,5,2014-11-14,21287,3107,1,1,0,0
251,4,2014-11-13,18984,2409,1,1,0,0
262,4,2014-11-13,18564,2914,1,1,0,0
562,4,2014-11-13,19405,3146,1,1,0,0
817,4,2014-11-13,22366,3152,1,1,0,0
1114,4,2014-11-13,18502,2821,1,1,0,0
251,3,2014-11-12,19141,2445,1,1,0,0
262,3,2014-11-12,18536,2841,1,1,0,0
562,3,2014-11-12,19108,3057,1,1,0,0
817,3,2014-11-12,22975,3174,1,1,0,0
1114,3,2014-11-12,18792,2647,1,1,0,0
251,2,2014-11-11,20292,2531,1,1,0,0
262,2,2014-11-11,20055,3018,1,1,0,0
562,2,2014-11-11,20328,3257,1,1,0,0
817,2,2014-11-11,24478,3263,1,1,0,0
1114,2,2014-11-11,19356,2734,1,1,0,0
251,1,2014-11-10,22930,2798,1,1,0,0
262,1,2014-11-10,18491,2913,1,1,0,0
562,1,2014-11-10,21477,3401,1,1,0,0
817,1,2014-11-10,24904,3337,1,1,0,0
1114,1,2014-11-10,21454,2821,1,1,0,0
251,7,2014-11-09,0,0,0,0,0,0
262,7,2014-11-09,27753,3950,1,0,0,0
562,7,2014-11-09,21055,3102,1,0,0,0
817,7,2014-11-09,0,0,0,0,0,0
1114,7,2014-11-09,0,0,0,0,0,0
251,6,2014-11-08,20890,2679,1,0,0,0
262,6,2014-11-08,15203,2522,1,0,0,0
562,6,2014-11-08,13206,2461,1,0,0,0
817,6,2014-11-08,14951,2233,1,0,0,0
1114,6,2014-11-08,22378,3359,1,0,0,0
251,5,2014-11-07,20014,2536,1,1,0,0
262,5,2014-11-07,18840,2976,1,1,0,0
562,5,2014-11-07,17739,3031,1,1,0,1
817,5,2014-11-07,19266,2643,1,1,0,0
1114,5,2014-11-07,21135,3043,1,1,0,0
251,4,2014-11-06,20434,2565,1,1,0,0
262,4,2014-11-06,16361,2603,1,1,0,0
562,4,2014-11-06,18408,2905,1,1,0,1
817,4,2014-11-06,19114,2630,1,1,0,0
1114,4,2014-11-06,19975,2839,1,1,0,0
251,3,2014-11-05,22215,2613,1,1,0,0
262,3,2014-11-05,19415,3018,1,1,0,0
562,3,2014-11-05,18858,3083,1,1,0,1
817,3,2014-11-05,24580,3359,1,1,0,0
1114,3,2014-11-05,19458,2753,1,1,0,0
251,2,2014-11-04,23132,2674,1,1,0,0
262,2,2014-11-04,20062,3043,1,1,0,0
562,2,2014-11-04,20298,3189,1,1,0,1
817,2,2014-11-04,24777,3417,1,1,0,0
1114,2,2014-11-04,20788,2979,1,1,0,0
251,1,2014-11-03,28333,3152,1,1,0,0
262,1,2014-11-03,21364,3200,1,1,0,0
562,1,2014-11-03,22275,3462,1,1,0,1
817,1,2014-11-03,25829,3472,1,1,0,0
1114,1,2014-11-03,21212,3118,1,1,0,0
251,7,2014-11-02,0,0,0,0,0,0
262,7,2014-11-02,22090,3745,1,0,0,0
562,7,2014-11-02,19101,3559,1,0,0,0
817,7,2014-11-02,0,0,0,0,0,0
1114,7,2014-11-02,0,0,0,0,0,0
251,6,2014-11-01,0,0,0,0,a,0
262,6,2014-11-01,15962,3011,1,0,0,0
562,6,2014-11-01,15769,3063,1,0,0,0
817,6,2014-11-01,12478,1957,1,0,0,0
1114,6,2014-11-01,21594,3655,1,0,0,0
251,5,2014-10-31,21642,2804,1,0,0,0
262,5,2014-10-31,19491,3418,1,0,0,0
562,5,2014-10-31,19791,3732,1,0,0,1
817,5,2014-10-31,20416,2964,1,0,0,1
1114,5,2014-10-31,20722,3434,1,0,0,0
251,4,2014-10-30,17901,2369,1,0,0,0
262,4,2014-10-30,17539,2972,1,0,0,0
562,4,2014-10-30,18602,3245,1,0,0,1
817,4,2014-10-30,19997,3036,1,0,0,1
1114,4,2014-10-30,18438,2987,1,0,0,0
251,3,2014-10-29,14174,2014,1,0,0,0
262,3,2014-10-29,18268,2985,1,0,0,0
562,3,2014-10-29,18108,3108,1,0,0,1
817,3,2014-10-29,20086,3061,1,0,0,1
1114,3,2014-10-29,16579,2649,1,0,0,0
251,2,2014-10-28,16237,2251,1,0,0,0
262,2,2014-10-28,16092,2808,1,0,0,0
562,2,2014-10-28,17863,3169,1,0,0,1
817,2,2014-10-28,20367,3069,1,0,0,1
1114,2,2014-10-28,16497,2741,1,0,0,0
251,1,2014-10-27,15503,2231,1,0,0,0
262,1,2014-10-27,16559,2931,1,0,0,0
562,1,2014-10-27,18203,3274,1,0,0,1
817,1,2014-10-27,21645,3194,1,0,0,1
1114,1,2014-10-27,18174,3034,1,0,0,0
251,7,2014-10-26,0,0,0,0,0,0
262,7,2014-10-26,28614,4472,1,0,0,0
562,7,2014-10-26,20603,3782,1,0,0,0
817,7,2014-10-26,0,0,0,0,0,0
1114,7,2014-10-26,0,0,0,0,0,0
251,6,2014-10-25,15419,2147,1,0,0,0
262,6,2014-10-25,15651,2834,1,0,0,0
562,6,2014-10-25,13875,2983,1,0,0,0
817,6,2014-10-25,13860,2029,1,0,0,0
1114,6,2014-10-25,18703,3108,1,0,0,0
251,5,2014-10-24,17737,2394,1,1,0,0
262,5,2014-10-24,18357,3153,1,1,0,1
562,5,2014-10-24,19741,3729,1,1,0,0
817,5,2014-10-24,20658,2915,1,1,0,1
1114,5,2014-10-24,19228,2972,1,1,0,1
251,4,2014-10-23,18530,2432,1,1,0,0
262,4,2014-10-23,17514,2978,1,1,0,1
562,4,2014-10-23,17945,3209,1,1,0,0
817,4,2014-10-23,22501,3295,1,1,0,1
1114,4,2014-10-23,18455,3021,1,1,0,1
251,3,2014-10-22,17705,2303,1,1,0,0
262,3,2014-10-22,18182,2850,1,1,0,1
562,3,2014-10-22,19242,3306,1,1,0,0
817,3,2014-10-22,21740,3091,1,1,0,1
1114,3,2014-10-22,19088,2933,1,1,0,1
251,2,2014-10-21,17979,2317,1,1,0,0
262,2,2014-10-21,17329,2912,1,1,0,1
562,2,2014-10-21,19687,3301,1,1,0,0
817,2,2014-10-21,23980,3323,1,1,0,1
1114,2,2014-10-21,18694,2817,1,1,0,1
251,1,2014-10-20,21535,2623,1,1,0,0
262,1,2014-10-20,18912,3080,1,1,0,1
562,1,2014-10-20,20874,3509,1,1,0,0
817,1,2014-10-20,25650,3445,1,1,0,1
1114,1,2014-10-20,21066,3107,1,1,0,1
251,7,2014-10-19,0,0,0,0,0,0
262,7,2014-10-19,24246,3832,1,0,0,0
562,7,2014-10-19,18110,3275,1,0,0,0
817,7,2014-10-19,0,0,0,0,0,0
1114,7,2014-10-19,0,0,0,0,0,0
251,6,2014-10-18,17020,2333,1,0,0,0
262,6,2014-10-18,13210,2320,1,0,0,0
562,6,2014-10-18,12890,2736,1,0,0,0
817,6,2014-10-18,12553,1824,1,0,0,0
1114,6,2014-10-18,18624,3070,1,0,0,0
251,5,2014-10-17,14546,2114,1,0,0,1
262,5,2014-10-17,16801,3081,1,0,0,1
562,5,2014-10-17,18045,3446,1,0,0,0
817,5,2014-10-17,20446,2930,1,0,0,0
1114,5,2014-10-17,18899,2905,1,0,0,1
251,4,2014-10-16,15011,2154,1,0,0,1
262,4,2014-10-16,17037,2891,1,0,0,1
562,4,2014-10-16,17513,3093,1,0,0,0
817,4,2014-10-16,21429,3171,1,0,0,0
1114,4,2014-10-16,17700,2889,1,0,0,1
251,3,2014-10-15,15711,2139,1,0,0,1
262,3,2014-10-15,13431,2255,1,0,0,1
562,3,2014-10-15,14918,2684,1,0,0,0
817,3,2014-10-15,19318,2923,1,0,0,0
1114,3,2014-10-15,17232,2693,1,0,0,1
251,2,2014-10-14,15848,2294,1,0,0,1
262,2,2014-10-14,16372,2810,1,0,0,1
562,2,2014-10-14,15897,2989,1,0,0,0
817,2,2014-10-14,23052,3398,1,0,0,0
1114,2,2014-10-14,18898,3093,1,0,0,1
251,1,2014-10-13,16225,2270,1,0,0,1
262,1,2014-10-13,17829,2973,1,0,0,1
562,1,2014-10-13,17044,3104,1,0,0,0
817,1,2014-10-13,23570,3356,1,0,0,0
1114,1,2014-10-13,20028,3028,1,0,0,1
251,7,2014-10-12,0,0,0,0,0,0
262,7,2014-10-12,29434,4331,1,0,0,0
562,7,2014-10-12,19742,3179,1,0,0,0
817,7,2014-10-12,0,0,0,0,0,0
1114,7,2014-10-12,0,0,0,0,0,0
251,6,2014-10-11,16448,2264,1,0,0,0
262,6,2014-10-11,15927,2960,1,0,0,0
562,6,2014-10-11,13201,2566,1,0,0,0
817,6,2014-10-11,15195,2153,1,0,0,0
1114,6,2014-10-11,20555,3546,1,0,0,0
251,5,2014-10-10,18683,2424,1,1,0,1
262,5,2014-10-10,20638,3381,1,1,0,0
562,5,2014-10-10,17817,3225,1,1,0,0
817,5,2014-10-10,21864,3089,1,1,0,0
1114,5,2014-10-10,19974,3193,1,1,0,0
251,4,2014-10-09,18794,2461,1,1,0,1
262,4,2014-10-09,17986,2980,1,1,0,0
562,4,2014-10-09,18158,3098,1,1,0,0
817,4,2014-10-09,22773,3121,1,1,0,0
1114,4,2014-10-09,20618,3038,1,1,0,0
251,3,2014-10-08,19278,2396,1,1,0,1
262,3,2014-10-08,18526,3023,1,1,0,0
562,3,2014-10-08,18151,2972,1,1,0,0
817,3,2014-10-08,22940,3136,1,1,0,0
1114,3,2014-10-08,19590,3001,1,1,0,0
251,2,2014-10-07,19102,2407,1,1,0,1
262,2,2014-10-07,19863,3241,1,1,0,0
562,2,2014-10-07,19997,3294,1,1,0,0
817,2,2014-10-07,24070,3328,1,1,0,0
1114,2,2014-10-07,19371,2884,1,1,0,0
251,1,2014-10-06,23938,2832,1,1,0,1
262,1,2014-10-06,19610,3253,1,1,0,0
562,1,2014-10-06,20668,3319,1,1,0,0
817,1,2014-10-06,23936,3253,1,1,0,0
1114,1,2014-10-06,23316,3295,1,1,0,0
251,7,2014-10-05,0,0,0,0,0,0
262,7,2014-10-05,30280,4477,1,0,0,0
562,7,2014-10-05,18795,3091,1,0,0,0
817,7,2014-10-05,0,0,0,0,0,0
1114,7,2014-10-05,0,0,0,0,0,0
251,6,2014-10-04,21259,2767,1,0,0,0
262,6,2014-10-04,19274,3454,1,0,0,0
562,6,2014-10-04,15178,2949,1,0,0,0
817,6,2014-10-04,16269,2458,1,0,0,0
1114,6,2014-10-04,26516,4174,1,0,0,0
251,5,2014-10-03,0,0,0,1,a,0
262,5,2014-10-03,35702,5494,1,1,a,0
562,5,2014-10-03,22190,3622,1,1,a,0
817,5,2014-10-03,0,0,0,1,a,0
1114,5,2014-10-03,0,0,0,1,a,0
251,4,2014-10-02,22079,2825,1,1,0,0
262,4,2014-10-02,23907,3788,1,1,0,0
562,4,2014-10-02,21534,3563,1,1,0,0
817,4,2014-10-02,23266,3126,1,1,0,0
1114,4,2014-10-02,23557,3523,1,1,0,0
251,3,2014-10-01,21824,2666,1,1,0,0
262,3,2014-10-01,21526,3161,1,1,0,0
562,3,2014-10-01,19161,3096,1,1,0,0
817,3,2014-10-01,23659,3159,1,1,0,0
1114,3,2014-10-01,23295,3314,1,1,0,0
251,2,2014-09-30,22456,2696,1,1,0,0
262,2,2014-09-30,20874,3169,1,1,0,0
562,2,2014-09-30,19377,3171,1,1,0,0
817,2,2014-09-30,24663,3234,1,1,0,0
1114,2,2014-09-30,21462,3139,1,1,0,0
251,1,2014-09-29,21568,2628,1,1,0,0
262,1,2014-09-29,19018,3065,1,1,0,0
562,1,2014-09-29,19261,3132,1,1,0,0
817,1,2014-09-29,24719,3261,1,1,0,0
1114,1,2014-09-29,21788,3212,1,1,0,0
251,7,2014-09-28,0,0,0,0,0,0
262,7,2014-09-28,21416,3670,1,0,0,0
562,7,2014-09-28,18513,3174,1,0,0,0
817,7,2014-09-28,0,0,0,0,0,0
1114,7,2014-09-28,0,0,0,0,0,0
251,6,2014-09-27,17061,2251,1,0,0,0
262,6,2014-09-27,15865,2893,1,0,0,0
562,6,2014-09-27,13791,2551,1,0,0,0
817,6,2014-09-27,16081,2319,1,0,0,0
1114,6,2014-09-27,20442,3367,1,0,0,0
251,5,2014-09-26,15195,2056,1,0,0,0
262,5,2014-09-26,18574,3238,1,0,0,0
562,5,2014-09-26,17035,3121,1,0,0,0
817,5,2014-09-26,17677,2628,1,0,0,0
1114,5,2014-09-26,17800,2878,1,0,0,0
251,4,2014-09-25,14326,2041,1,0,0,0
262,4,2014-09-25,15393,2729,1,0,0,0
562,4,2014-09-25,15345,2768,1,0,0,0
817,4,2014-09-25,17667,2705,1,0,0,0
1114,4,2014-09-25,16982,2820,1,0,0,0
251,3,2014-09-24,13601,2014,1,0,0,0
262,3,2014-09-24,15992,2850,1,0,0,0
562,3,2014-09-24,15390,2805,1,0,0,0
817,3,2014-09-24,18836,2855,1,0,0,0
1114,3,2014-09-24,16346,2780,1,0,0,0
251,2,2014-09-23,15479,2215,1,0,0,0
262,2,2014-09-23,15296,2694,1,0,0,0
562,2,2014-09-23,15905,2781,1,0,0,0
817,2,2014-09-23,19233,2894,1,0,0,0
1114,2,2014-09-23,16677,2759,1,0,0,0
251,1,2014-09-22,15368,2151,1,0,0,0
262,1,2014-09-22,17723,3000,1,0,0,0
562,1,2014-09-22,15913,2981,1,0,0,0
817,1,2014-09-22,19741,2924,1,0,0,0
1114,1,2014-09-22,17886,2828,1,0,0,0
251,7,2014-09-21,0,0,0,0,0,0
262,7,2014-09-21,29777,4477,1,0,0,0
562,7,2014-09-21,19178,3295,1,0,0,0
817,7,2014-09-21,0,0,0,0,0,0
1114,7,2014-09-21,0,0,0,0,0,0
251,6,2014-09-20,16099,2250,1,0,0,0
262,6,2014-09-20,14809,3101,1,0,0,0
562,6,2014-09-20,12961,2572,1,0,0,0
817,6,2014-09-20,13246,2016,1,0,0,0
1114,6,2014-09-20,20130,3577,1,0,0,0
251,5,2014-09-19,17049,2281,1,1,0,0
262,5,2014-09-19,19004,3388,1,1,0,0
562,5,2014-09-19,16842,3128,1,1,0,0
817,5,2014-09-19,20232,2934,1,1,0,0
1114,5,2014-09-19,19269,3220,1,1,0,0
251,4,2014-09-18,17850,2423,1,1,0,0
262,4,2014-09-18,16660,2857,1,1,0,0
562,4,2014-09-18,16289,2848,1,1,0,0
817,4,2014-09-18,21386,3053,1,1,0,0
1114,4,2014-09-18,18742,3005,1,1,0,0
251,3,2014-09-17,17654,2317,1,1,0,0
262,3,2014-09-17,16879,2964,1,1,0,0
562,3,2014-09-17,16563,2872,1,1,0,0
817,3,2014-09-17,21559,3135,1,1,0,0
1114,3,2014-09-17,19160,2995,1,1,0,0
251,2,2014-09-16,20338,2591,1,1,0,0
262,2,2014-09-16,17300,2916,1,1,0,0
562,2,2014-09-16,17679,3015,1,1,0,0
817,2,2014-09-16,22275,3187,1,1,0,0
1114,2,2014-09-16,19298,3130,1,1,0,0
251,1,2014-09-15,22673,2601,1,1,0,0
262,1,2014-09-15,18869,3096,1,1,0,0
562,1,2014-09-15,18748,3182,1,1,0,0
817,1,2014-09-15,24312,3410,1,1,0,0
1114,1,2014-09-15,20431,3171,1,1,0,0
251,7,2014-09-14,0,0,0,0,0,0
262,7,2014-09-14,27782,4376,1,0,0,0
562,7,2014-09-14,20259,3393,1,0,0,0
817,7,2014-09-14,0,0,0,0,0,0
1114,7,2014-09-14,0,0,0,0,0,0
251,6,2014-09-13,16273,2277,1,0,0,0
262,6,2014-09-13,16094,2945,1,0,0,0
562,6,2014-09-13,12219,2403,1,0,0,0
817,6,2014-09-13,14235,2109,1,0,0,0
1114,6,2014-09-13,21035,3440,1,0,0,0
251,5,2014-09-12,14504,2085,1,0,0,0
262,5,2014-09-12,18228,3188,1,0,0,0
562,5,2014-09-12,16186,3033,1,0,0,0
817,5,2014-09-12,18707,2694,1,0,0,0
1114,5,2014-09-12,19588,3036,1,0,0,0
251,4,2014-09-11,16893,2236,1,0,0,0
262,4,2014-09-11,15608,2732,1,0,0,0
562,4,2014-09-11,15924,2847,1,0,0,0
817,4,2014-09-11,19077,2830,1,0,0,0
1114,4,2014-09-11,17400,2706,1,0,0,0
251,3,2014-09-10,16117,2144,1,0,0,0
262,3,2014-09-10,16752,2843,1,0,0,0
562,3,2014-09-10,15707,2973,1,0,0,1
817,3,2014-09-10,18587,2896,1,0,0,0
1114,3,2014-09-10,17732,2861,1,0,0,0
251,2,2014-09-09,15725,2222,1,0,0,0
262,2,2014-09-09,16566,2993,1,0,0,0
562,2,2014-09-09,16694,3010,1,0,0,1
817,2,2014-09-09,20284,2992,1,0,0,0
1114,2,2014-09-09,17014,2827,1,0,0,0
251,1,2014-09-08,16320,2233,1,0,0,0
262,1,2014-09-08,17374,3047,1,0,0,0
562,1,2014-09-08,16439,3055,1,0,0,1
817,1,2014-09-08,20656,3047,1,0,0,0
1114,1,2014-09-08,20155,3071,1,0,0,0
251,7,2014-09-07,0,0,0,0,0,0
262,7,2014-09-07,29599,4496,1,0,0,0
562,7,2014-09-07,19830,3328,1,0,0,1
817,7,2014-09-07,0,0,0,0,0,0
1114,7,2014-09-07,0,0,0,0,0,0
251,6,2014-09-06,18114,2561,1,0,0,0
262,6,2014-09-06,17236,3343,1,0,0,0
562,6,2014-09-06,11869,2560,1,0,0,1
817,6,2014-09-06,13357,2038,1,0,0,0
1114,6,2014-09-06,19784,3600,1,0,0,0
251,5,2014-09-05,18199,2478,1,1,0,0
262,5,2014-09-05,19900,3629,1,1,0,0
562,5,2014-09-05,16837,3022,1,1,0,1
817,5,2014-09-05,21395,2994,1,1,0,0
1114,5,2014-09-05,21253,3527,1,1,0,0
251,4,2014-09-04,20163,2604,1,1,0,0
262,4,2014-09-04,19420,3288,1,1,0,0
562,4,2014-09-04,17304,2975,1,1,0,1
817,4,2014-09-04,23351,3244,1,1,0,0
1114,4,2014-09-04,19977,3270,1,1,0,0
251,3,2014-09-03,20336,2576,1,1,0,0
262,3,2014-09-03,20249,3239,1,1,0,0
562,3,2014-09-03,17704,2961,1,1,0,1
817,3,2014-09-03,22965,3121,1,1,0,0
1114,3,2014-09-03,23005,3540,1,1,0,0
251,2,2014-09-02,22007,2651,1,1,0,0
262,2,2014-09-02,20678,3219,1,1,0,0
562,2,2014-09-02,18310,2991,1,1,0,1
817,2,2014-09-02,25228,3327,1,1,0,0
1114,2,2014-09-02,22715,3257,1,1,0,0
251,1,2014-09-01,24465,2730,1,1,0,0
262,1,2014-09-01,21987,3419,1,1,0,0
562,1,2014-09-01,21128,3259,1,1,0,1
817,1,2014-09-01,26015,3318,1,1,0,0
1114,1,2014-09-01,26830,3659,1,1,0,0
251,7,2014-08-31,0,0,0,0,0,0
